question_index,reference_answer,selected_answer_n1,vote_key_n1,tie_n1,correct_n1,selected_answer_n2,vote_key_n2,tie_n2,correct_n2,selected_answer_n4,vote_key_n4,tie_n4,correct_n4,selected_answer_n8,vote_key_n8,tie_n8,correct_n8,selected_answer_n16,vote_key_n16,tie_n16,correct_n16,category
293,"\left(\frac{3}{5},\frac{8}{3}\right]","\left( \frac{3}{5}, \frac{8}{3} \right]","sympy:Interval.Lopen(3/5, 8/3)",False,True,"\left( \frac{3}{5}, \frac{8}{3} \right]","sympy:Interval.Lopen(3/5, 8/3)",False,True,"\left( \frac{3}{5}, \frac{8}{3} \right]","sympy:Interval.Lopen(3/5, 8/3)",False,True,"\left( \frac{3}{5}, \frac{8}{3} \right]","sympy:Interval.Lopen(3/5, 8/3)",False,True,"\left( \frac{3}{5}, \frac{8}{3} \right]","sympy:Interval.Lopen(3/5, 8/3)",False,True,stable_correct
294,58,71,sympy:71,False,False,71,sympy:71,True,False,58,sympy:58,False,True,58,sympy:58,False,True,58,sympy:58,False,True,recovered
295,11,4,sympy:4,False,False,4,sympy:4,True,False,4,sympy:4,False,False,4,sympy:4,False,False,4,sympy:4,True,False,stable_wrong
296,\text{(B)},\text{C},sympy:c,False,False,\text{C},sympy:c,False,False,\text{C},sympy:c,False,False,\text{C},sympy:c,False,False,\text{C},sympy:c,False,False,stable_wrong
297,103,103,sympy:103,False,True,103,sympy:103,False,True,103,sympy:103,False,True,103,sympy:103,False,True,103,sympy:103,False,True,stable_correct
298,\begin{pmatrix} -18 \\ -49 \\ 96 \end{pmatrix},\begin{pmatrix} 6 \\ -77 \\ 108 \end{pmatrix},sympy:6,False,False,\begin{pmatrix} 6 \\ -77 \\ 108 \end{pmatrix},sympy:6,False,False,\begin{pmatrix} -18 \\ -49 \\ 96 \end{pmatrix},sympy:-18,False,True,\begin{pmatrix} -18 \\ -49 \\ 96 \end{pmatrix},sympy:-18,False,True,\begin{pmatrix} -18 \\ -49 \\ 96 \end{pmatrix},sympy:-18,False,True,recovered
299,63,63,sympy:63,False,True,63,sympy:63,False,True,63,sympy:63,False,True,63,sympy:63,False,True,63,sympy:63,False,True,stable_correct
300,12,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,stable_correct
301,5.4 \text{ cents},5.5,sympy:5.50000000000000,False,False,5.5,sympy:5.50000000000000,False,False,5.5,sympy:5.50000000000000,False,False,5.5,sympy:5.50000000000000,False,False,5.5,sympy:5.50000000000000,False,False,stable_wrong
302,5,11110,sympy:11110,False,False,11110,sympy:11110,True,False,11110,sympy:11110,True,False,11110,sympy:11110,True,False,5,sympy:5,True,True,recovered
303,28,21,sympy:21,False,False,21,sympy:21,False,False,21,sympy:21,False,False,21,sympy:21,False,False,21,sympy:21,False,False,stable_wrong
304,9,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,stable_correct
305,\frac9{19},\frac{9}{19},sympy:9/19,False,True,\frac{9}{19},sympy:9/19,False,True,\frac{9}{19},sympy:9/19,False,True,\frac{9}{19},sympy:9/19,False,True,\frac{9}{19},sympy:9/19,False,True,stable_correct
306,6,\infty,sympy:oo,False,False,\infty,sympy:oo,True,False,\infty,sympy:oo,False,False,\infty,sympy:oo,True,False,2,sympy:2,False,False,stable_wrong
307,"(-\infty, 0]","(-\infty, 0]","sympy:Interval(-oo, 0)",False,True,"(-\infty, 0]","sympy:Interval(-oo, 0)",False,True,"(-\infty, 0]","sympy:Interval(-oo, 0)",False,True,"(-\infty, 0]","sympy:Interval(-oo, 0)",False,True,"(-\infty, 0]","sympy:Interval(-oo, 0)",False,True,stable_correct
308,1+2\sqrt{3},2\sqrt{3},sympy:2*sqrt(3),False,False,2\sqrt{3},sympy:2*sqrt(3),True,False,2\sqrt{3},sympy:2*sqrt(3),True,False,4\sqrt{3},sympy:4*sqrt(3),True,False,3\sqrt{3},sympy:3*sqrt(3),False,False,stable_wrong
309,14,17,sympy:17,False,False,17,sympy:17,True,False,17,sympy:17,True,False,14,sympy:14,False,True,15,sympy:15,False,False,regressed_or_unstable
310,49,49,sympy:49,False,True,49,sympy:49,False,True,49,sympy:49,False,True,49,sympy:49,False,True,49,sympy:49,False,True,stable_correct
311,3,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,stable_correct
312,"(5,\infty)","(5, \infty)","sympy:Interval.open(5, oo)",False,True,"(5, \infty)","sympy:Interval.open(5, oo)",False,True,"(5, \infty)","sympy:Interval.open(5, oo)",False,True,"(5, \infty)","sympy:Interval.open(5, oo)",False,True,"(5, \infty)","sympy:Interval.open(5, oo)",False,True,stable_correct
313,12\pi,12\pi,sympy:12*pi,False,True,12\pi,sympy:12*pi,False,True,12\pi,sympy:12*pi,False,True,12\pi,sympy:12*pi,False,True,12\pi,sympy:12*pi,False,True,stable_correct
314,"(2,4)","(2,4)","sympy:Interval.open(2, 4)",False,True,"(2,4)","sympy:Interval.open(2, 4)",False,True,"(2,4)","sympy:Interval.open(2, 4)",False,True,"(2,4)","sympy:Interval.open(2, 4)",False,True,"(2,4)","sympy:Interval.open(2, 4)",False,True,stable_correct
315,41,41,sympy:41,False,True,41,sympy:41,False,True,41,sympy:41,False,True,41,sympy:41,False,True,41,sympy:41,False,True,stable_correct
316,12,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,stable_correct
317,0,2,sympy:2,False,False,2,sympy:2,False,False,2,sympy:2,False,False,2,sympy:2,False,False,2,sympy:2,False,False,stable_wrong
318,\frac{11+9a}{20},\frac{11 + 9a}{20},sympy:(9*a + 11)/20,False,True,\frac{11 + 9a}{20},sympy:(9*a + 11)/20,False,True,\frac{11 + 9a}{20},sympy:(9*a + 11)/20,False,True,\frac{11 + 9a}{20},sympy:(9*a + 11)/20,False,True,\frac{11 + 9a}{20},sympy:(9*a + 11)/20,False,True,stable_correct
319,-128,-128,sympy:-128,False,True,-128,sympy:-128,False,True,-128,sympy:-128,False,True,-128,sympy:-128,False,True,-128,sympy:-128,False,True,stable_correct
320,-\frac{24}{25},-\frac{24}{25},sympy:-24/25,False,True,-\frac{24}{25},sympy:-24/25,False,True,-\frac{24}{25},sympy:-24/25,False,True,-\frac{24}{25},sympy:-24/25,False,True,-\frac{24}{25},sympy:-24/25,False,True,stable_correct
321,10,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,stable_correct
322,-1,-1,sympy:-1,False,True,-1,sympy:-1,False,True,-1,sympy:-1,False,True,-1,sympy:-1,False,True,-1,sympy:-1,False,True,stable_correct
323,\frac{1}{3},\frac{1}{3},sympy:1/3,False,True,\frac{1}{3},sympy:1/3,False,True,\frac{1}{3},sympy:1/3,False,True,\frac{1}{3},sympy:1/3,False,True,\frac{1}{3},sympy:1/3,False,True,stable_correct
324,120,60,sympy:60,False,False,60,sympy:60,True,False,60,sympy:60,True,False,120,sympy:120,False,True,120,sympy:120,False,True,recovered
325,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
326,\frac{9}{100},,,False,False,,,False,False,0.09,sympy:0.0900000000000000,False,True,0.09,sympy:0.0900000000000000,False,True,0.09,sympy:0.0900000000000000,False,True,recovered
327,15,10,sympy:10,False,False,10,sympy:10,False,False,10,sympy:10,True,False,10,sympy:10,True,False,10,sympy:10,True,False,stable_wrong
328,3,3,sympy:3,False,True,3,sympy:3,True,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,stable_correct
329,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
330,1940,1940,sympy:1940,False,True,1940,sympy:1940,False,True,1940,sympy:1940,False,True,1940,sympy:1940,False,True,1940,sympy:1940,False,True,stable_correct
331,\frac{13}{6},\dfrac{13}{6},sympy:13/6,False,True,\dfrac{13}{6},sympy:13/6,False,True,\dfrac{13}{6},sympy:13/6,False,True,\dfrac{13}{6},sympy:13/6,False,True,\dfrac{13}{6},sympy:13/6,False,True,stable_correct
332,2,2,sympy:2,False,True,2,sympy:2,True,True,\frac{4\sqrt{3}}{3},sympy:(4*sqrt(3))/3,False,False,\frac{4\sqrt{3}}{3},sympy:(4*sqrt(3))/3,False,False,2,sympy:2,False,True,regressed_or_unstable
333,3,,,False,False,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,recovered
334,-120,-120,sympy:-120,False,True,-120,sympy:-120,False,True,-120,sympy:-120,False,True,-120,sympy:-120,False,True,-120,sympy:-120,False,True,stable_correct
335,3,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,stable_correct
336,26000,26000,sympy:26000,False,True,26000,sympy:26000,False,True,26000,sympy:26000,False,True,26000,sympy:26000,False,True,26000,sympy:26000,False,True,stable_correct
337,6,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
338,4343_6,4343,sympy:4343,False,True,4343,sympy:4343,False,True,4343,sympy:4343,False,True,4343,sympy:4343,False,True,4343,sympy:4343,False,True,stable_correct
339,2k,2k,sympy:2*k,False,True,2k,sympy:2*k,True,True,2k,sympy:2*k,False,True,2k,sympy:2*k,False,True,2k,sympy:2*k,False,True,stable_correct
340,55^\circ,,,False,False,,,False,False,,,False,False,,,False,False,,,False,False,stable_wrong
341,-2,-2,sympy:-2,False,True,-2,sympy:-2,False,True,-2,sympy:-2,False,True,-2,sympy:-2,False,True,-2,sympy:-2,False,True,stable_correct
342,2,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,stable_correct
343,"58,500",58500,sympy:58500,False,True,58500,sympy:58500,False,True,58500,sympy:58500,False,True,58500,sympy:58500,False,True,58500,sympy:58500,False,True,stable_correct
344,5,5,sympy:5,False,True,5,sympy:5,False,True,5,sympy:5,False,True,5,sympy:5,False,True,5,sympy:5,False,True,stable_correct
345,1,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,stable_correct
346,66,66,sympy:66,False,True,66,sympy:66,False,True,66,sympy:66,False,True,66,sympy:66,False,True,66,sympy:66,False,True,stable_correct
347,6r^2-4r-24,6r^2 - 4r - 24,sympy:6*r**2 - 1*4*r - 24,False,True,6r^2 - 4r - 24,sympy:6*r**2 - 1*4*r - 24,False,True,6r^2 - 4r - 24,sympy:6*r**2 - 1*4*r - 24,False,True,6r^2 - 4r - 24,sympy:6*r**2 - 1*4*r - 24,False,True,6r^2 - 4r - 24,sympy:6*r**2 - 1*4*r - 24,False,True,stable_correct
348,4495,4495,sympy:4495,False,True,4495,sympy:4495,False,True,4495,sympy:4495,False,True,4495,sympy:4495,False,True,4495,sympy:4495,False,True,stable_correct
349,10080,5040,sympy:5040,False,False,5040,sympy:5040,False,False,5040,sympy:5040,False,False,5040,sympy:5040,False,False,5040,sympy:5040,False,False,stable_wrong
350,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
351,\frac{1}{16},-\frac{1}{16},sympy:-1/16,False,False,-\frac{1}{16},sympy:-1/16,False,False,-\frac{1}{16},sympy:-1/16,False,False,-\frac{1}{16},sympy:-1/16,False,False,-\frac{1}{16},sympy:-1/16,False,False,stable_wrong
352,11 \sqrt{5} + 11,42,sympy:42,False,False,42,sympy:42,False,False,42,sympy:42,False,False,44,sympy:44,False,False,44,sympy:44,False,False,stable_wrong
353,480,480,sympy:480,False,True,480,sympy:480,False,True,480,sympy:480,False,True,480,sympy:480,False,True,480,sympy:480,False,True,stable_correct
354,81,81,sympy:81,False,True,81,sympy:81,False,True,81,sympy:81,False,True,81,sympy:81,False,True,81,sympy:81,False,True,stable_correct
355,100,48,sympy:48,False,False,48,sympy:48,True,False,48,sympy:48,True,False,48,sympy:48,True,False,120,sympy:120,False,False,stable_wrong
356,"(-\sqrt{3}, \sqrt{3})","(-\sqrt{3}, \sqrt{3})","sympy:Interval.open(-sqrt(3), sqrt(3))",False,True,"(-\sqrt{3}, \sqrt{3})","sympy:Interval.open(-sqrt(3), sqrt(3))",False,True,"(-\sqrt{3}, \sqrt{3})","sympy:Interval.open(-sqrt(3), sqrt(3))",False,True,"(-\sqrt{3}, \sqrt{3})","sympy:Interval.open(-sqrt(3), sqrt(3))",False,True,"(-\sqrt{3}, \sqrt{3})","sympy:Interval.open(-sqrt(3), sqrt(3))",False,True,stable_correct
357,4,2,sympy:2,False,False,2,sympy:2,True,False,2,sympy:2,False,False,2,sympy:2,True,False,4,sympy:4,False,True,recovered
358,\text{ellipse},\text{circle},sympy:E*c*c*i*l*r,False,False,\text{circle},sympy:E*c*c*i*l*r,True,False,\text{circle},sympy:E*c*c*i*l*r,True,False,\text{circle},sympy:E*c*c*i*l*r,False,False,\text{circle},sympy:E*c*c*i*l*r,False,False,stable_wrong
359,6,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
360,\frac{7}{4},\frac{7}{4},sympy:7/4,False,True,\frac{7}{4},sympy:7/4,False,True,\frac{7}{4},sympy:7/4,False,True,\frac{7}{4},sympy:7/4,False,True,\frac{7}{4},sympy:7/4,False,True,stable_correct
361,16 \sqrt{3},16\sqrt{3},sympy:16*sqrt(3),False,True,16\sqrt{3},sympy:16*sqrt(3),False,True,16\sqrt{3},sympy:16*sqrt(3),False,True,16\sqrt{3},sympy:16*sqrt(3),False,True,16\sqrt{3},sympy:16*sqrt(3),False,True,stable_correct
362,\frac14,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,\frac{1}{4},sympy:1/4,False,True,stable_correct
363,2,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,stable_correct
364,"(1,-16,-4,43)","(1, -16, -4, 43)","sympy:(1, -16, -4, 43)",False,True,"(1, -16, -4, 43)","sympy:(1, -16, -4, 43)",False,True,"(1, -16, -4, 43)","sympy:(1, -16, -4, 43)",False,True,"(1, -16, -4, 43)","sympy:(1, -16, -4, 43)",False,True,"(1, -16, -4, 43)","sympy:(1, -16, -4, 43)",False,True,stable_correct
365,8,40,sympy:40,False,False,40,sympy:40,False,False,40,sympy:40,False,False,40,sympy:40,False,False,40,sympy:40,False,False,stable_wrong
366,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
367,1,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,1,sympy:1,False,True,stable_correct
368,31,31,sympy:31,False,True,31,sympy:31,False,True,31,sympy:31,False,True,31,sympy:31,False,True,31,sympy:31,False,True,stable_correct
369,21,36,sympy:36,False,False,36,sympy:36,False,False,36,sympy:36,True,False,144,sympy:144,False,False,144,sympy:144,False,False,stable_wrong
370,-41,-41,sympy:-41,False,True,-41,sympy:-41,False,True,-41,sympy:-41,False,True,-41,sympy:-41,False,True,-41,sympy:-41,False,True,stable_correct
371,17,9,sympy:9,False,False,9,sympy:9,True,False,9,sympy:9,True,False,17,sympy:17,False,True,17,sympy:17,False,True,recovered
372,90^\circ,50,sympy:50,False,False,50,sympy:50,True,False,50,sympy:50,True,False,70,sympy:70,True,False,70,sympy:70,True,False,stable_wrong
373,1+2i,1+2i,sympy:2*i + 1,False,True,1+2i,sympy:2*i + 1,False,True,1+2i,sympy:2*i + 1,False,True,1+2i,sympy:2*i + 1,False,True,1+2i,sympy:2*i + 1,False,True,stable_correct
374,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
375,25,25,sympy:25,False,True,25,sympy:25,False,True,25,sympy:25,False,True,25,sympy:25,False,True,25,sympy:25,False,True,stable_correct
376,"(8,-2)",,,False,False,"(8, -2)","sympy:(8, -2)",False,True,"(8, -2)","sympy:(8, -2)",False,True,"(8, -2)","sympy:(8, -2)",False,True,"(8, -2)","sympy:(8, -2)",False,True,recovered
377,6,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
378,3,\boxed{3},sympy:3,False,True,\boxed{3},sympy:3,True,True,\boxed{3},sympy:3,False,True,\boxed{3},sympy:3,False,True,\boxed{3},sympy:3,False,True,stable_correct
379,12,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,stable_correct
380,"(0,9) \cup (9,36)","(0, 36)","sympy:Interval.open(0, 36)",False,False,"(0, 36)","sympy:Interval.open(0, 36)",False,False,"(0, 36)","sympy:Interval.open(0, 36)",True,False,"(0, 9) \cup (9, 36)","sympy:Union(Interval.open(0, 9), Interval.open(9, 36))",False,True,"(0, 9) \cup (9, 36)","sympy:Union(Interval.open(0, 9), Interval.open(9, 36))",False,True,recovered
381,\frac{1}{2},\frac{1}{18},sympy:1/18,False,False,\frac{1}{18},sympy:1/18,True,False,\frac{1}{18},sympy:1/18,False,False,\frac{1}{18},sympy:1/18,False,False,\frac{1}{18},sympy:1/18,False,False,stable_wrong
382,\frac{20000}{\pi},\frac{20000}{\pi},sympy:20000/pi,False,True,\frac{20000}{\pi},sympy:20000/pi,True,True,\frac{20000}{\pi},sympy:20000/pi,False,True,\frac{20000}{\pi},sympy:20000/pi,False,True,\frac{20000}{\pi},sympy:20000/pi,False,True,stable_correct
383,"x \in [-2,7]","[-2, 7]","sympy:Interval(-2, 7)",False,True,"[-2, 7]","sympy:Interval(-2, 7)",False,True,"[-2, 7]","sympy:Interval(-2, 7)",False,True,"[-2, 7]","sympy:Interval(-2, 7)",False,True,"[-2, 7]","sympy:Interval(-2, 7)",False,True,stable_correct
384,15x - 80,15x - 80,sympy:15*x - 80,False,True,15x - 80,sympy:15*x - 80,False,True,15x - 80,sympy:15*x - 80,False,True,15x - 80,sympy:15*x - 80,False,True,15x - 80,sympy:15*x - 80,False,True,stable_correct
385,22,48,sympy:48,False,False,48,sympy:48,False,False,48,sympy:48,False,False,22,sympy:22,False,True,22,sympy:22,False,True,recovered
386,11,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,11,sympy:11,False,True,stable_correct
387,18,18,sympy:18,False,True,18,sympy:18,False,True,18,sympy:18,False,True,18,sympy:18,False,True,18,sympy:18,False,True,stable_correct
388,\frac{11}{2},5.5,sympy:5.50000000000000,False,True,5.5,sympy:5.50000000000000,True,True,5.5,sympy:5.50000000000000,True,True,5.5,sympy:5.50000000000000,True,True,\frac{11}{2},sympy:11/2,False,True,stable_correct
389,\frac{\sqrt{21}}{5},**,parsed:**,False,False,**,parsed:**,True,False,**,parsed:**,False,False,\frac{\sqrt{21}}{5},sympy:sqrt(21)/5,False,True,\frac{\sqrt{21}}{5},sympy:sqrt(21)/5,False,True,recovered
390,12,4,sympy:4,False,False,4,sympy:4,True,False,12,sympy:12,False,True,12,sympy:12,False,True,12,sympy:12,False,True,recovered
391,0,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,stable_correct
392,\sqrt{66},\sqrt{82},sympy:sqrt(82),False,False,\sqrt{82},sympy:sqrt(82),False,False,\sqrt{82},sympy:sqrt(82),False,False,\sqrt{82},sympy:sqrt(82),False,False,\sqrt{82},sympy:sqrt(82),False,False,stable_wrong
393,\frac 34,\frac{3}{4},sympy:3/4,False,True,\frac{3}{4},sympy:3/4,False,True,\frac{3}{4},sympy:3/4,False,True,\frac{3}{4},sympy:3/4,False,True,\frac{3}{4},sympy:3/4,False,True,stable_correct
394,-\frac{3}{8},0,sympy:0,False,False,0,sympy:0,True,False,0,sympy:0,True,False,-\frac{3}{8},sympy:-3/8,False,True,-\frac{3}{8},sympy:-3/8,False,True,recovered
395,4,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,4,sympy:4,False,True,stable_correct
396,2,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,2,sympy:2,False,True,stable_correct
397,23,23,sympy:23,False,True,23,sympy:23,False,True,23,sympy:23,False,True,23,sympy:23,False,True,23,sympy:23,False,True,stable_correct
398,\text{Navin},Mathin,sympy:a*h*i*m*n*t,False,False,Mathin,sympy:a*h*i*m*n*t,True,False,Mathin,sympy:a*h*i*m*n*t,True,False,39.68,sympy:39.6800000000000,False,False,39.68,sympy:39.6800000000000,False,False,stable_wrong
399,326.5,326.5,sympy:326.500000000000,False,True,326.5,sympy:326.500000000000,False,True,326.5,sympy:326.500000000000,False,True,326.5,sympy:326.500000000000,False,True,326.5,sympy:326.500000000000,False,True,stable_correct
400,\frac{14}{3},\frac{14}{3},sympy:14/3,False,True,\frac{14}{3},sympy:14/3,True,True,7,sympy:7,False,False,7,sympy:7,False,False,\frac{14}{3},sympy:14/3,False,True,regressed_or_unstable
401,\frac{13}{4},,,False,False,,,False,False,,,False,False,3,sympy:3,True,False,3,sympy:3,False,False,stable_wrong
402,1 - 12i,1 - 12i,sympy:-1*12*i + 1,False,True,1 - 12i,sympy:-1*12*i + 1,False,True,1 - 12i,sympy:-1*12*i + 1,False,True,1 - 12i,sympy:-1*12*i + 1,False,True,1 - 12i,sympy:-1*12*i + 1,False,True,stable_correct
403,3,1,sympy:1,False,False,1,sympy:1,False,False,1,sympy:1,False,False,1,sympy:1,False,False,1,sympy:1,False,False,stable_wrong
404,3,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,3,sympy:3,False,True,stable_correct
405,60,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,stable_correct
406,0,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,0,sympy:0,False,True,stable_correct
407,9,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,stable_correct
408,\begin{pmatrix} 1/5 \\ -18/5 \end{pmatrix},,,False,False,,,False,False,,,False,False,,,False,False,\begin{pmatrix} 0.2 \\ -3.6 \end{pmatrix},sympy:0.200000000000000,True,True,recovered
409,2 \sqrt{5},2\sqrt{5},sympy:2*sqrt(5),False,True,2\sqrt{5},sympy:2*sqrt(5),False,True,2\sqrt{5},sympy:2*sqrt(5),False,True,2\sqrt{5},sympy:2*sqrt(5),False,True,2\sqrt{5},sympy:2*sqrt(5),False,True,stable_correct
410,6,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,6,sympy:6,False,True,stable_correct
411,60,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,60,sympy:60,False,True,stable_correct
412,406,,,False,False,,,False,False,406,sympy:406,False,True,406,sympy:406,True,True,451,sympy:451,True,False,regressed_or_unstable
413,5r^5,5r^5,sympy:5*r**5,False,True,5r^5,sympy:5*r**5,False,True,5r^5,sympy:5*r**5,False,True,5r^5,sympy:5*r**5,False,True,5r^5,sympy:5*r**5,False,True,stable_correct
414,10,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,10,sympy:10,False,True,stable_correct
415,9,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,9,sympy:9,False,True,stable_correct
416,\frac{1}{8},\frac{1}{8},sympy:1/8,False,True,\frac{1}{8},sympy:1/8,False,True,\frac{1}{8},sympy:1/8,False,True,\frac{1}{8},sympy:1/8,False,True,\frac{1}{8},sympy:1/8,False,True,stable_correct
417,-2,-2,sympy:-2,False,True,-2,sympy:-2,False,True,-2,sympy:-2,False,True,-2,sympy:-2,False,True,-2,sympy:-2,False,True,stable_correct
418,2\sqrt{5},2\sqrt{5},sympy:2*sqrt(5),False,True,2\sqrt{5},sympy:2*sqrt(5),False,True,2\sqrt{5},sympy:2*sqrt(5),False,True,2\sqrt{5},sympy:2*sqrt(5),False,True,2\sqrt{5},sympy:2*sqrt(5),False,True,stable_correct
419,\begin{pmatrix} -7 \\ 16 \\ 5 \end{pmatrix},,,False,False,,,False,False,\begin{pmatrix} -30 \\ -30 \\ 120 \end{pmatrix},sympy:-30,False,False,\begin{pmatrix} -30 \\ -30 \\ 120 \end{pmatrix},sympy:-30,True,False,\begin{pmatrix} -30 \\ -30 \\ 120 \end{pmatrix},sympy:-30,False,False,stable_wrong
420,\begin{pmatrix} 16/49 \\ 48/49 \\ 24/49 \end{pmatrix},\begin{pmatrix} \frac{16}{49} \\ \frac{48}{49} \\ \frac{24}{49} \end{pmatrix},"parsed:Matrix([[16/49], [f*r*a*c*97], [f*r*a*c*73]])",False,False,\begin{pmatrix} \frac{16}{49} \\ \frac{48}{49} \\ \frac{24}{49} \end{pmatrix},"parsed:Matrix([[16/49], [f*r*a*c*97], [f*r*a*c*73]])",False,False,\begin{pmatrix} \frac{16}{49} \\ \frac{48}{49} \\ \frac{24}{49} \end{pmatrix},"parsed:Matrix([[16/49], [f*r*a*c*97], [f*r*a*c*73]])",False,False,\begin{pmatrix} \frac{16}{49} \\ \frac{48}{49} \\ \frac{24}{49} \end{pmatrix},"parsed:Matrix([[16/49], [f*r*a*c*97], [f*r*a*c*73]])",False,False,\begin{pmatrix} \frac{16}{49} \\ \frac{48}{49} \\ \frac{24}{49} \end{pmatrix},"parsed:Matrix([[16/49], [f*r*a*c*97], [f*r*a*c*73]])",False,False,stable_wrong
421,27,27,sympy:27,False,True,27,sympy:27,False,True,27,sympy:27,False,True,27,sympy:27,False,True,27,sympy:27,False,True,stable_correct
422,"\{1\pm\sqrt{5},-2\}",,,False,False,,,False,False,,,False,False,"\{1, 1, -2\}","sympy:{-2, 1}",False,False,"\{1, 1, -2\}","sympy:{-2, 1}",False,False,stable_wrong
423,1440,1440,sympy:1440,False,True,1440,sympy:1440,False,True,1440,sympy:1440,False,True,1439,sympy:1439,False,False,1439,sympy:1439,False,False,regressed_or_unstable
424,600,600,sympy:600,False,True,600,sympy:600,False,True,600,sympy:600,False,True,600,sympy:600,False,True,600,sympy:600,False,True,stable_correct
425,3R^2,3R^2 + \frac{1}{4}(a^2 + b^2 + c^2),sympy:3*r**2 + (a**2 + b**2 + c**2)/4,False,False,3R^2 + \frac{1}{4}(a^2 + b^2 + c^2),sympy:3*r**2 + (a**2 + b**2 + c**2)/4,True,False,3R^2 + \frac{1}{4}(a^2 + b^2 + c^2),sympy:3*r**2 + (a**2 + b**2 + c**2)/4,True,False,3R^2 + \frac{1}{4}(a^2 + b^2 + c^2),sympy:3*r**2 + (a**2 + b**2 + c**2)/4,True,False,3R^2,sympy:3*r**2,False,True,recovered
426,6\sqrt{2},6\sqrt{2},sympy:6*sqrt(2),False,True,6\sqrt{2},sympy:6*sqrt(2),False,True,6\sqrt{2},sympy:6*sqrt(2),False,True,6\sqrt{2},sympy:6*sqrt(2),False,True,6\sqrt{2},sympy:6*sqrt(2),False,True,stable_correct
