correct_at_stop,hybrid_stop_budget,invalid_extraction_driven_uncertainty,invalid_rate_at_stop,margin_missed_recovery_opportunity,margin_stop_budget,margin_to_hybrid_override,n16_correct,plurality_switches_t2_t16,policy_id,premature_stop_with_missed_recovery,primary_category,question_index,regression_avoided,safe_early_stop,stable_wrong_trajectory,stop_budget,successful_hybrid_intervention,unnecessary_continuation,unstable_trajectory
True,16,False,0.0,False,16,False,True,3,fixed_n16,False,unnecessary_continuation,82,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,95,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,98,False,False,False,16,False,True,False
False,2,True,0.8125,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,101,False,False,True,16,False,True,False
True,4,True,0.25,False,4,False,True,0,fixed_n16,False,unnecessary_continuation,108,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,116,False,False,False,16,False,True,False
False,4,False,0.0,False,4,False,False,0,fixed_n16,False,unnecessary_continuation,120,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,124,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,125,False,False,False,16,False,True,False
False,2,True,0.5,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,126,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,130,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,131,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,134,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,137,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,140,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,144,False,False,False,16,False,True,False
False,16,True,0.125,False,16,False,False,3,fixed_n16,False,unnecessary_continuation,152,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,153,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,157,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,159,False,False,False,16,False,True,False
True,10,False,0.0,False,10,False,True,1,fixed_n16,False,unnecessary_continuation,166,False,False,False,16,False,True,False
False,2,True,0.0625,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,168,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,171,False,False,False,16,False,True,False
True,8,False,0.0,False,8,False,True,2,fixed_n16,False,unnecessary_continuation,180,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,182,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,192,False,False,False,16,False,True,False
True,2,True,0.125,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,194,False,False,False,16,False,True,False
True,4,False,0.0,False,4,False,True,0,fixed_n16,False,unnecessary_continuation,197,False,False,False,16,False,True,False
True,2,True,0.0625,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,201,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,206,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,207,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,229,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,237,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,241,False,False,False,16,False,True,False
False,6,False,0.0,False,6,False,False,1,fixed_n16,False,unnecessary_continuation,242,False,False,False,16,False,True,False
False,2,True,0.1875,False,2,False,False,1,fixed_n16,False,unnecessary_continuation,249,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,263,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,268,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,270,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,271,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,2,fixed_n16,False,unnecessary_continuation,272,False,False,False,16,False,True,True
False,16,False,0.0,False,16,False,False,1,fixed_n16,False,unnecessary_continuation,274,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,275,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,276,False,False,False,16,False,True,False
True,16,False,0.0,False,16,False,True,3,fixed_n16,False,unnecessary_continuation,281,False,False,False,16,False,True,True
False,2,False,0.0,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,282,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,283,False,False,False,16,False,True,False
False,2,True,0.375,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,286,False,False,True,16,False,True,False
False,2,True,0.5625,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,288,False,False,True,16,False,True,False
False,2,True,0.25,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,296,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,312,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,313,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,320,False,False,False,16,False,True,False
True,16,True,0.0625,False,16,False,True,6,fixed_n16,False,unnecessary_continuation,332,False,False,False,16,False,True,True
False,16,True,1.0,False,16,False,False,0,fixed_n16,False,unnecessary_continuation,340,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,342,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,343,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,346,False,False,False,16,False,True,False
False,2,False,0.0,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,351,False,False,True,16,False,True,False
True,2,True,0.1875,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,359,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,362,False,False,False,16,False,True,False
False,16,True,0.125,False,16,False,False,0,fixed_n16,False,unnecessary_continuation,381,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,386,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,387,False,False,False,16,False,True,False
True,16,False,0.0,False,16,False,True,3,fixed_n16,False,unnecessary_continuation,388,False,False,False,16,False,True,True
False,16,False,0.0,False,16,False,False,1,fixed_n16,False,unnecessary_continuation,398,False,False,False,16,False,True,False
True,16,False,0.0,False,16,False,True,6,fixed_n16,False,unnecessary_continuation,400,False,False,False,16,False,True,True
False,6,True,0.6875,False,6,False,False,1,fixed_n16,False,unnecessary_continuation,401,False,False,False,16,False,True,False
False,2,False,0.0,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,403,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,406,False,False,False,16,False,True,False
False,7,True,0.9375,False,7,False,False,1,fixed_n16,False,unnecessary_continuation,422,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,427,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,429,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,430,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,441,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,446,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,448,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,449,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,457,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,465,False,False,False,16,False,True,False
True,4,True,0.125,False,4,False,True,3,fixed_n16,False,invalid_extraction_driven_uncertainty,473,False,False,False,16,False,False,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,487,False,False,False,16,False,True,False
False,16,False,0.0,False,16,False,False,2,fixed_n16,False,unnecessary_continuation,491,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,0,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,1,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,3,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,12,False,False,False,16,False,True,False
False,4,False,0.0,False,4,False,False,0,fixed_n16,False,unnecessary_continuation,14,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,15,False,False,False,16,False,True,False
False,4,False,0.0,False,4,False,False,6,fixed_n16,False,unnecessary_continuation,17,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,30,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,31,False,False,False,16,False,True,False
True,2,True,0.1875,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,51,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,52,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,59,False,False,False,16,False,True,False
False,4,True,0.5625,False,4,False,False,2,fixed_n16,False,unnecessary_continuation,60,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,61,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,66,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,69,False,False,False,16,False,True,False
True,16,False,0.0,False,16,False,True,1,fixed_n16,False,unnecessary_continuation,71,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,91,False,False,False,16,False,True,False
False,2,True,0.375,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,94,False,False,True,16,False,True,False
False,2,True,0.6875,False,2,False,False,1,fixed_n16,False,unnecessary_continuation,96,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,97,False,False,False,16,False,True,False
False,16,True,0.125,False,16,False,False,1,fixed_n16,False,unnecessary_continuation,100,False,False,False,16,False,True,False
True,2,True,0.0625,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,111,False,False,False,16,False,True,False
False,2,True,0.4375,False,2,False,False,1,fixed_n16,False,unnecessary_continuation,123,False,False,False,16,False,True,False
True,16,False,0.0,False,16,False,True,3,fixed_n16,False,unnecessary_continuation,129,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,133,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,135,False,False,False,16,False,True,False
True,4,False,0.0,False,4,False,True,4,fixed_n16,False,unstable_trajectory,142,False,False,False,16,False,False,True
True,16,True,0.0625,False,16,False,True,2,fixed_n16,False,unnecessary_continuation,145,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,151,False,False,False,16,False,True,False
False,16,False,0.0,False,16,False,False,2,fixed_n16,False,unnecessary_continuation,154,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,161,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,163,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,165,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,178,False,False,False,16,False,True,False
True,2,True,0.8125,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,188,False,False,False,16,False,True,False
False,4,False,0.0,False,4,False,False,3,fixed_n16,False,unstable_trajectory,190,False,False,False,16,False,False,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,191,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,196,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,200,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,208,False,False,False,16,False,True,False
False,2,True,0.125,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,213,False,False,True,16,False,True,False
False,16,True,0.0625,False,16,False,False,3,fixed_n16,False,unnecessary_continuation,214,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,216,False,False,False,16,False,True,False
True,16,False,0.0,False,16,False,True,0,fixed_n16,False,unnecessary_continuation,219,False,False,False,16,False,True,False
False,2,True,0.25,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,224,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,226,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,233,False,False,False,16,False,True,False
False,14,False,0.0,False,14,False,False,1,fixed_n16,False,unnecessary_continuation,240,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,244,False,False,False,16,False,True,False
False,16,True,0.125,False,16,False,False,1,fixed_n16,False,unnecessary_continuation,245,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,247,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,250,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,252,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,258,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,262,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,5,fixed_n16,False,unnecessary_continuation,266,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,278,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,1,fixed_n16,False,unnecessary_continuation,279,False,False,False,16,False,True,False
False,4,True,0.0625,False,4,False,False,0,fixed_n16,False,unnecessary_continuation,295,False,False,True,16,False,True,False
True,2,True,0.25,False,2,False,True,3,fixed_n16,False,unnecessary_continuation,298,False,False,False,16,False,True,True
False,16,True,0.125,False,16,False,False,1,fixed_n16,False,unnecessary_continuation,306,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,310,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,316,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,323,False,False,False,16,False,True,False
True,16,True,0.125,False,16,False,True,1,fixed_n16,False,unnecessary_continuation,324,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,325,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,330,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,338,False,False,False,16,False,True,False
False,2,False,0.0,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,349,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,350,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,353,False,False,False,16,False,True,False
False,16,False,0.0,False,16,False,False,2,fixed_n16,False,unnecessary_continuation,358,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,364,False,False,False,16,False,True,False
False,2,False,0.0,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,365,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,366,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,374,False,False,False,16,False,True,False
True,4,False,0.0,False,4,False,True,0,fixed_n16,False,unnecessary_continuation,382,False,False,False,16,False,True,False
True,16,False,0.0,False,16,False,True,1,fixed_n16,False,unnecessary_continuation,389,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,396,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,405,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,409,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,414,False,False,False,16,False,True,False
False,2,False,0.0,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,420,False,False,True,16,False,True,False
False,2,False,0.0,False,2,False,False,5,fixed_n16,False,unstable_trajectory,423,False,False,False,16,False,False,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,424,False,False,False,16,False,True,False
True,2,True,0.0625,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,437,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,443,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,450,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,455,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,469,False,False,False,16,False,True,False
True,4,True,0.6875,False,4,False,True,2,fixed_n16,False,unnecessary_continuation,470,False,False,False,16,False,True,True
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,474,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,476,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,480,False,False,False,16,False,True,False
False,16,True,0.3125,False,16,False,False,1,fixed_n16,False,unnecessary_continuation,481,False,False,False,16,False,True,False
True,2,True,0.6875,False,2,False,True,1,fixed_n16,False,unnecessary_continuation,485,False,False,False,16,False,True,False
True,4,False,0.0,False,4,False,True,0,fixed_n16,False,unnecessary_continuation,486,False,False,False,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n16,False,unnecessary_continuation,488,False,False,False,16,False,True,False
False,2,True,0.125,False,2,False,False,0,fixed_n16,False,unnecessary_continuation,498,False,False,True,16,False,True,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,0,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,1,False,True,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,2,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,3,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,4,False,True,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,5,False,True,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,6,False,True,False,1,False,False,False
False,10,False,0.0,False,10,False,True,1,fixed_n1,True,premature_stop_with_missed_recovery,7,False,False,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,8,False,True,False,1,False,False,False
False,16,False,0.0,False,16,False,False,4,fixed_n1,False,unstable_trajectory,9,False,True,False,1,False,False,True
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,10,False,True,False,1,False,False,False
False,16,True,1.0,False,2,True,False,0,fixed_n1,False,invalid_extraction_driven_uncertainty,11,False,True,True,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,12,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,13,False,True,False,1,False,False,False
False,4,False,0.0,False,4,False,False,0,fixed_n1,False,stable_wrong_trajectory,14,False,True,True,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,15,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,16,False,True,False,1,False,False,False
False,4,False,0.0,False,4,False,False,6,fixed_n1,False,unstable_trajectory,17,False,True,False,1,False,False,True
True,2,False,0.0,False,2,False,False,3,fixed_n1,False,regression_avoided,18,True,True,False,1,False,False,True
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,19,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,20,False,True,False,1,False,False,False
False,16,False,0.0,False,16,False,True,1,fixed_n1,True,premature_stop_with_missed_recovery,21,False,False,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,22,False,True,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,23,False,True,False,1,False,False,False
True,16,False,0.0,False,16,False,True,0,fixed_n1,False,safe_early_stop,24,False,True,False,1,False,False,False
False,2,True,1.0,False,2,False,False,1,fixed_n1,False,invalid_extraction_driven_uncertainty,25,False,True,False,1,False,False,False
False,16,False,0.0,False,16,False,False,0,fixed_n1,False,stable_wrong_trajectory,26,False,True,True,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,27,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,28,False,True,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,29,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,30,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,31,False,True,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,32,False,True,False,1,False,False,False
False,16,False,0.0,False,16,False,False,2,fixed_n1,False,unstable_trajectory,33,False,True,False,1,False,False,True
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,34,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,35,False,True,False,1,False,False,False
False,4,False,0.0,False,4,False,True,1,fixed_n1,True,premature_stop_with_missed_recovery,36,False,False,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,37,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,38,False,True,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,39,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,40,False,True,False,1,False,False,False
True,16,False,0.0,False,16,False,False,1,fixed_n1,False,regression_avoided,41,True,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,42,False,True,False,1,False,False,False
False,10,False,0.0,False,4,True,False,1,fixed_n1,False,safe_early_stop,43,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,44,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,45,False,True,False,1,False,False,False
True,7,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,46,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,47,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,48,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,49,False,True,False,1,False,False,False
False,16,False,0.0,False,16,False,True,2,fixed_n1,True,premature_stop_with_missed_recovery,50,False,False,False,1,False,False,True
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,51,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,52,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,53,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,54,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,55,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,56,False,True,False,1,False,False,False
True,3,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,57,False,True,False,1,False,False,False
True,5,False,0.0,False,2,True,True,0,fixed_n1,False,safe_early_stop,58,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,59,False,True,False,1,False,False,False
False,4,True,1.0,False,4,False,False,2,fixed_n1,False,invalid_extraction_driven_uncertainty,60,False,True,False,1,False,False,True
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,61,False,True,False,1,False,False,False
False,16,False,0.0,False,16,False,False,6,fixed_n1,False,unstable_trajectory,62,False,True,False,1,False,False,True
False,4,False,0.0,False,4,False,False,1,fixed_n1,False,safe_early_stop,63,False,True,False,1,False,False,False
False,2,True,1.0,False,2,False,True,1,fixed_n1,True,premature_stop_with_missed_recovery,64,False,False,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,65,False,True,False,1,False,False,False
True,2,False,0.0,False,2,False,True,0,fixed_n1,False,safe_early_stop,66,False,True,False,1,False,False,False
True,4,False,0.0,False,4,False,True,0,fixed_n1,False,safe_early_stop,67,False,True,False,1,False,False,False
